geneSymbol	diseaseName
JAG1	Noninfiltrating Intraductal Carcinoma
JAG1	Merkel cell carcinoma
JAG1	Non-Small Cell Lung Carcinoma
JAG1	Renal Cell Carcinoma
JAG1	Squamous cell carcinoma
JAG1	Malignant tumor of cervix
JAG1	Choriocarcinoma
JAG1	Colorectal Carcinoma
JAG1	Adenoid Cystic Carcinoma
JAG1	Ependymoma
JAG1	Fibrosarcoma
JAG1	Glioblastoma
JAG1	Glioma
JAG1	Hemangioma
JAG1	leukemia
JAG1	Chronic Lymphocytic Leukemia
JAG1	Acute monocytic leukemia
JAG1	Leukemia, Myelocytic, Acute
JAG1	Myeloid Leukemia
JAG1	Myeloid Leukemia, Chronic
JAG1	Acute Promyelocytic Leukemia
JAG1	Leukemia, T-Cell
JAG1	Adult T-Cell Lymphoma/Leukemia
JAG1	Malignant neoplasm of stomach
JAG1	Medulloblastoma
JAG1	melanoma
JAG1	Meningioma
JAG1	Multiple Myeloma
JAG1	Nephroblastoma
JAG1	Neuroblastoma
JAG1	Osteosarcoma
JAG1	Retinoblastoma
JAG1	Rhabdomyosarcoma
JAG1	Kaposi Sarcoma
JAG1	Lymphoma, T-Cell, Cutaneous
JAG1	Malignant neoplasm of tongue
JAG1	Malignant neoplasm of gallbladder
JAG1	Secondary malignant neoplasm of lung
JAG1	Secondary malignant neoplasm of bone
JAG1	Endometrial Stromal Sarcoma
JAG1	Adrenocortical carcinoma
JAG1	Carcinoma, Lobular
JAG1	Strawberry nevus of skin
JAG1	Childhood Rhabdomyosarcoma
JAG1	Adult Liver Carcinoma
JAG1	Malignant neoplasm of salivary gland
JAG1	Gallbladder Carcinoma
JAG1	Pancreatic carcinoma
JAG1	Papillary thyroid carcinoma
JAG1	Malignant neoplasm of lung
JAG1	Childhood Medulloblastoma
JAG1	Adult Fibrosarcoma
JAG1	Metastatic Renal Cell Cancer
JAG1	Gastric Adenocarcinoma
JAG1	Adult Burkitt Lymphoma
JAG1	Adult Ependymoma
JAG1	Adult Medulloblastoma
JAG1	Adult Glioblastoma
JAG1	Childhood Burkitt Lymphoma
JAG1	Malignant Head and Neck Neoplasm
JAG1	Liver and Intrahepatic Biliary Tract Carcinoma
JAG1	Adult Rhabdomyosarcoma
JAG1	Conventional (Clear Cell) Renal Cell Carcinoma
JAG1	Childhood Glioblastoma
JAG1	Cervix carcinoma
JAG1	Giant Cell Glioblastoma
JAG1	Adenocarcinoma of colon
JAG1	Malignant neoplasm of liver
JAG1	Malignant mesothelioma
JAG1	Malignant neoplasm of pancreas
JAG1	Squamous cell carcinoma of tongue
JAG1	Malignant neoplasm of prostate
JAG1	Desmoplastic ameloblastoma
JAG1	Tongue Carcinoma
JAG1	Osteosarcoma of bone
JAG1	Carcinoma of larynx
JAG1	Leukemogenesis
JAG1	Prostate carcinoma
JAG1	Breast Carcinoma
JAG1	Carcinoma of lung
JAG1	Malignant neoplasm of gastrointestinal tract
JAG1	Secondary malignant neoplasm of lymph node
JAG1	Colon Carcinoma
JAG1	Stomach Carcinoma
JAG1	Carcinoma of bladder
JAG1	Central neuroblastoma
JAG1	Biliary Tract Cancer
JAG1	Newly Diagnosed Childhood Ependymoma
JAG1	Carcinoma, Pancreatic Ductal
JAG1	ovarian neoplasm
JAG1	Invasive Ductal Breast Carcinoma
JAG1	Malignant neoplasm of ovary
JAG1	Squamous cell carcinoma of the head and neck
JAG1	Mammary Neoplasms, Human
JAG1	Intraductal papillary-mucinous adenoma
JAG1	Primary malignant neoplasm of lung
JAG1	Adult Lymphoma
JAG1	Atypical Ductal Breast Hyperplasia
JAG1	Childhood Lymphoma
JAG1	Childhood Osteosarcoma
JAG1	Childhood Kidney Wilms Tumor
JAG1	Carcinoma of urinary bladder, superficial
JAG1	Glioblastoma Multiforme
JAG1	Progression of prostate cancer
JAG1	Carcinoma of urinary bladder, invasive
JAG1	Childhood Ependymoma
JAG1	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma
JAG1	Liver carcinoma
JAG1	Promyelocytic leukemia
JAG1	Oestrogen receptor positive breast cancer
JAG1	Early-Stage Breast Carcinoma
JAG1	Node-negative breast cancer
JAG1	Micropapillary carcinoma
JAG1	Advanced breast cancer
JAG1	Triple Negative Breast Neoplasms
JAG1	Head and Neck Carcinoma
JAG1	cervical cancer
JAG1	Childhood Neuroblastoma
JAG1	Infantile hemangioma
JAG1	Chronic rhinosinusitis with nasal polyps
JAG1	Stage 0 Gallbladder Cancer AJCC v8
JAG1	Stage IIA Gallbladder Cancer AJCC v8
JAG1	Stage IIB Gallbladder Cancer AJCC v8
JAG1	Stage III Gallbladder Cancer AJCC v8
JAG1	Stage IV Gallbladder Cancer AJCC v8
JAG1	Platinum-Resistant Ovarian Carcinoma
JAG1	Mammary Carcinoma, Human
JAG1	Carcinoma, Ovarian Epithelial
JAG1	Metastatic Renal Cell Carcinoma
JAG1	Carcinoma, Basal Cell
JAG1	Malignant neoplasm of colon and/or rectum
JAG1	Triple-Negative Breast Carcinoma
JAG1	estrogen receptor-negative breast cancer
AGT	Anaplasia
AGT	Astrocytoma
AGT	Malignant neoplasm of urinary bladder
AGT	Bladder Neoplasm
AGT	Malignant neoplasm of breast
AGT	Malignant tumor of colon
AGT	Malignant neoplasm of endometrium
AGT	Malignant neoplasm of skin
AGT	Noninfiltrating Intraductal Carcinoma
AGT	Non-Small Cell Lung Carcinoma
AGT	Renal Cell Carcinoma
AGT	Squamous cell carcinoma
AGT	Choriocarcinoma
AGT	Colorectal Carcinoma
AGT	Conn Adenoma
AGT	Glioblastoma
AGT	Hemangioma
AGT	Acute Erythroblastic Leukemia
AGT	Malignant neoplasm of stomach
AGT	melanoma
AGT	Neuroblastoma
AGT	Osteosarcoma
AGT	Pheochromocytoma
AGT	Polycythemia Vera
AGT	Retinoblastoma
AGT	Adenocarcinoma of lung (disorder)
AGT	Malignant neoplasm of gallbladder
AGT	Hepatoblastoma
AGT	Adrenal Cortical Adenoma
AGT	Adrenocortical carcinoma
AGT	Cervical Intraepithelial Neoplasia
AGT	Strawberry nevus of skin
AGT	Lip and Oral Cavity Carcinoma
AGT	Gallbladder Carcinoma
AGT	Pancreatic carcinoma
AGT	Malignant neoplasm of lung
AGT	Inflammatory Breast Carcinoma
AGT	Adult Glioblastoma
AGT	Malignant Head and Neck Neoplasm
AGT	Conventional (Clear Cell) Renal Cell Carcinoma
AGT	Childhood Glioblastoma
AGT	Arteriovenous hemangioma
AGT	Malignant neoplasm of pancreas
AGT	Malignant neoplasm of prostate
AGT	Endometrial Carcinoma
AGT	Secondary malignant neoplasm of liver
AGT	Osteosarcoma of bone
AGT	Prostate carcinoma
AGT	Epithelial ovarian cancer
AGT	Breast Carcinoma
AGT	Carcinoma of lung
AGT	Malignant neoplasm of gastrointestinal tract
AGT	Secondary malignant neoplasm of lymph node
AGT	Colon Carcinoma
AGT	Stomach Carcinoma
AGT	Carcinoma of bladder
AGT	Central neuroblastoma
AGT	Cancer of Urinary Tract
AGT	Lymphangioleiomyomatosis
AGT	Familial multiple trichoepitheliomata
AGT	Primary malignant neoplasm of lung
AGT	Hormone refractory prostate cancer
AGT	Childhood Osteosarcoma
AGT	Cancer cachexia
AGT	Hepatocarcinogenesis
AGT	Glioblastoma Multiforme
AGT	Liver carcinoma
AGT	Nasopharyngeal carcinoma
AGT	Head and Neck Carcinoma
AGT	Childhood Astrocytoma
AGT	Childhood Neuroblastoma
AGT	Infantile hemangioma
AGT	Stage 0 Gallbladder Cancer AJCC v8
AGT	Stage IIA Gallbladder Cancer AJCC v8
AGT	Stage IIB Gallbladder Cancer AJCC v8
AGT	Stage III Gallbladder Cancer AJCC v8
AGT	Stage IV Gallbladder Cancer AJCC v8
AGT	Adrenal Gland Pheochromocytoma
AGT	Carcinoma, Ovarian Epithelial
AGT	Carcinoma, Basal Cell
AGT	Malignant neoplasm of colon and/or rectum
AGTR1	Adrenal Rest Tumor
AGTR1	Anaplasia
AGTR1	Malignant neoplasm of urinary bladder
AGTR1	Bladder Neoplasm
AGTR1	Malignant neoplasm of breast
AGTR1	Malignant neoplasm of endometrium
AGTR1	Noninfiltrating Intraductal Carcinoma
AGTR1	Renal Cell Carcinoma
AGTR1	Colorectal Carcinoma
AGTR1	Conn Adenoma
AGTR1	Cystadenoma
AGTR1	leiomyosarcoma
AGTR1	Leukemia, Myelocytic, Acute
AGTR1	Malignant neoplasm of stomach
AGTR1	melanoma
AGTR1	Osteosarcoma
AGTR1	Ovarian Carcinoma
AGTR1	Pheochromocytoma
AGTR1	Pituitary Adenoma
AGTR1	Squamous cell carcinoma of lung
AGTR1	Adenocarcinoma of lung (disorder)
AGTR1	Secondary malignant neoplasm of lung
AGTR1	Hepatoblastoma
AGTR1	Adrenal Cortical Adenoma
AGTR1	Adrenocortical carcinoma
AGTR1	Carcinoma, Lobular
AGTR1	Strawberry nevus of skin
AGTR1	Pancreatic carcinoma
AGTR1	Malignant neoplasm of lung
AGTR1	Metastatic melanoma
AGTR1	Adenocarcinoma Of Esophagus
AGTR1	Conventional (Clear Cell) Renal Cell Carcinoma
AGTR1	Juxtaglomerular tumor
AGTR1	Pituitary carcinoma
AGTR1	Malignant neoplasm of pancreas
AGTR1	Carcinomatosis of peritoneal cavity
AGTR1	Malignant neoplasm of prostate
AGTR1	Endometrial Carcinoma
AGTR1	Secondary malignant neoplasm of liver
AGTR1	Osteosarcoma of bone
AGTR1	Prostate carcinoma
AGTR1	Epithelial ovarian cancer
AGTR1	Breast Carcinoma
AGTR1	Carcinoma of lung
AGTR1	Secondary malignant neoplasm of lymph node
AGTR1	Stomach Carcinoma
AGTR1	Carcinoma of bladder
AGTR1	Malignant neoplasm of kidney
AGTR1	Invasive carcinoma of breast
AGTR1	Intraepithelial Neoplasia
AGTR1	Carcinoma, Pancreatic Ductal
AGTR1	ovarian neoplasm
AGTR1	Malignant neoplasm of ovary
AGTR1	Endometrial adenocarcinoma
AGTR1	Ductal Carcinoma
AGTR1	Primary malignant neoplasm of lung
AGTR1	Childhood Osteosarcoma
AGTR1	Endometrial Endometrioid Adenocarcinoma
AGTR1	Renal carcinoma
AGTR1	Extranodal marginal zone B-cell lymphoma
AGTR1	Liver carcinoma
AGTR1	Nasopharyngeal carcinoma
AGTR1	Early-Stage Breast Carcinoma
AGTR1	Luminal A Breast Carcinoma
AGTR1	Peritoneal dissemination
AGTR1	Infantile hemangioma
AGTR1	Carcinoma, Ovarian Epithelial
AGTR1	Carcinoma, Basal Cell
AGTR2	Malignant neoplasm of urinary bladder
AGTR2	Bladder Neoplasm
AGTR2	Malignant neoplasm of breast
AGTR2	Squamous cell carcinoma
AGTR2	Fibroid Tumor
AGTR2	leiomyosarcoma
AGTR2	Acute Promyelocytic Leukemia
AGTR2	Malignant neoplasm of stomach
AGTR2	Meningioma
AGTR2	Pheochromocytoma
AGTR2	Adrenal Cortical Adenoma
AGTR2	Carcinoma, Lobular
AGTR2	Pancreatic carcinoma
AGTR2	Malignant neoplasm of lung
AGTR2	Carcinoma, Lewis Lung
AGTR2	Adult Leiomyosarcoma
AGTR2	Adult Meningioma
AGTR2	Childhood Leiomyosarcoma
AGTR2	Malignant neoplasm of pancreas
AGTR2	Malignant neoplasm of prostate
AGTR2	Prostate carcinoma
AGTR2	Breast Carcinoma
AGTR2	Carcinoma of lung
AGTR2	Carcinoma of bladder
AGTR2	Invasive carcinoma of breast
AGTR2	Primary malignant neoplasm of lung
AGTR2	Pancreatic Ductal Adenocarcinoma
AGTR2	Hereditary Diffuse Gastric Cancer
AGTR2	Meningioma, benign, no ICD-O subtype
AGTR2	Liver carcinoma
AGTR2	Promyelocytic leukemia
AGTR2	Adrenal Gland Pheochromocytoma
AGTR2	Carcinoma, Basal Cell
APLNR	Renal Cell Carcinoma
APLNR	Colorectal Carcinoma
APLNR	Glioblastoma
APLNR	Glioma
APLNR	Lymphatic Metastasis
APLNR	Osteosarcoma
APLNR	Cholangiocarcinoma
APLNR	Adult Glioblastoma
APLNR	Squamous cell carcinoma of esophagus
APLNR	Conventional (Clear Cell) Renal Cell Carcinoma
APLNR	Childhood Glioblastoma
APLNR	Malignant Glioma
APLNR	Osteosarcoma of bone
APLNR	ovarian neoplasm
APLNR	Malignant neoplasm of ovary
APLNR	Childhood Osteosarcoma
APLNR	Angiogenic Switch
APLNR	Glioblastoma Multiforme
APLNR	Liver carcinoma
APLNR	Nasopharyngeal carcinoma
APLNR	Clear-cell metastatic renal cell carcinoma
APLNR	Carcinoma, Ovarian Epithelial
APLNR	Malignant neoplasm of colon and/or rectum
AGXT	Glioblastoma
AGXT	Adult Glioblastoma
AGXT	Extra-osseous Ewing's sarcoma
AGXT	Childhood Glioblastoma
AGXT	Glioblastoma Multiforme
AGXT	Liver carcinoma
AGXT	Secondary malignant neoplasm of colon and/or rectum
NR0B1	Ameloblastoma
NR0B1	Malignant neoplasm of breast
NR0B1	Malignant tumor of colon
NR0B1	Malignant neoplasm of larynx
NR0B1	Malignant neoplasm of skin
NR0B1	Malignant tumor of cervix
NR0B1	Colorectal Carcinoma
NR0B1	Hydatidiform Mole
NR0B1	Multiple Myeloma
NR0B1	Nephroblastoma
NR0B1	Neuroblastoma
NR0B1	Papilloma
NR0B1	Pituitary Adenoma
NR0B1	Adenomatous Polyposis Coli
NR0B1	Rhabdomyosarcoma
NR0B1	Teratoma
NR0B1	Adenocarcinoma of lung (disorder)
NR0B1	Malignant neoplasm of oropharynx
NR0B1	Secondary malignant neoplasm of bone
NR0B1	Alveolar rhabdomyosarcoma
NR0B1	Embryonal Rhabdomyosarcoma
NR0B1	Gonadoblastoma
NR0B1	Adrenocortical carcinoma
NR0B1	Carcinoma, Lobular
NR0B1	Papillary thyroid carcinoma
NR0B1	Malignant neoplasm of lung
NR0B1	Childhood Embryonal Rhabdomyosarcoma
NR0B1	Childhood Alveolar Rhabdomyosarcoma
NR0B1	Cervix carcinoma
NR0B1	Adenocarcinoma of colon
NR0B1	Malignant neoplasm of prostate
NR0B1	Secondary malignant neoplasm of liver
NR0B1	Ewings sarcoma
NR0B1	Carcinoma of larynx
NR0B1	Prostate carcinoma
NR0B1	Carcinoma testes
NR0B1	Breast Carcinoma
NR0B1	Ewings sarcoma-primitive neuroectodermal tumor (PNET)
NR0B1	Secondary malignant neoplasm of lymph node
NR0B1	Colon Carcinoma
NR0B1	Central neuroblastoma
NR0B1	Adenoma of large intestine
NR0B1	ACTH-Secreting Pituitary Adenoma
NR0B1	Childhood Kidney Wilms Tumor
NR0B1	Differentiated Thyroid Gland Carcinoma
NR0B1	Adult Teratoma
NR0B1	Testicular gonadoblastoma
NR0B1	Ovarian gonadoblastoma
NR0B1	Liver carcinoma
NR0B1	Childhood Teratoma
NR0B1	Oropharyngeal Carcinoma
NR0B1	Solitary Pulmonary Nodule
NR0B1	Oestrogen receptor positive breast cancer
NR0B1	Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor
NR0B1	cervical cancer
NR0B1	Childhood Neuroblastoma
NR0B1	Malignant neoplasm of colon and/or rectum
NR0B1	Primary differentiated carcinoma of thyroid gland
NR0B1	estrogen receptor-negative breast cancer
AHCY	Malignant neoplasm of breast
AHCY	Malignant tumor of colon
AHCY	Chondrosarcoma
AHCY	Colorectal Carcinoma
AHCY	Leukemia, Myelocytic, Acute
AHCY	Multiple Myeloma
AHCY	Neuroblastoma
AHCY	Adenocarcinoma of lung (disorder)
AHCY	Squamous cell carcinoma of esophagus
AHCY	Breast Carcinoma
AHCY	Colon Carcinoma
AHCY	Central neuroblastoma
AHCY	Hepatocarcinogenesis
AHCY	Glioblastoma Multiforme
AHCY	Liver carcinoma
AHCY	Childhood Neuroblastoma
AHCY	Colon adenoma
AIC	Noninfiltrating Intraductal Carcinoma
AIC	leukemia
AIC	Carcinoma of Male Breast
AIC	Malignant neoplasm of male breast
AIC	Malignant neoplasm of prostate
AIC	Prostate carcinoma
AIC	Childhood Leukemia
AIC	Differentiated Thyroid Gland Carcinoma
AIC	Primary differentiated carcinoma of thyroid gland
AHR	Malignant neoplasm of urinary bladder
AHR	Bladder Neoplasm
AHR	Bowen's Disease
AHR	Malignant neoplasm of breast
AHR	Malignant tumor of colon
AHR	Malignant neoplasm of endometrium
AHR	Malignant neoplasm of skin
AHR	Malignant neoplasm of thyroid
AHR	Merkel cell carcinoma
AHR	Mucinous Adenocarcinoma
AHR	Non-Small Cell Lung Carcinoma
AHR	Renal Cell Carcinoma
AHR	Squamous cell carcinoma
AHR	Carcinoma, Transitional Cell
AHR	Choriocarcinoma
AHR	Colorectal Carcinoma
AHR	Glioblastoma
AHR	Glioma
AHR	granulosa cell tumor
AHR	Actinic keratosis
AHR	Fibroid Tumor
AHR	leukemia
AHR	Acute lymphocytic leukemia
AHR	Childhood Acute Lymphoblastic Leukemia
AHR	Acute Megakaryocytic Leukemias
AHR	Acute monocytic leukemia
AHR	Leukemia, Myelocytic, Acute
AHR	Myeloid Leukemia, Chronic
AHR	Acute myelomonocytic leukemia
AHR	Leukemia, T-Cell
AHR	Adult T-Cell Lymphoma/Leukemia
AHR	Lymphoma, Non-Hodgkin
AHR	Malignant neoplasm of stomach
AHR	Medulloblastoma
AHR	melanoma
AHR	Meningioma
AHR	Multiple Myeloma
AHR	Neuroblastoma
AHR	Osteosarcoma
AHR	Paget Disease Extramammary
AHR	Pancreatic Neoplasm
AHR	Pituitary Adenoma
AHR	Thyroid Neoplasm
AHR	Diffuse Large B-Cell Lymphoma
AHR	Small cell carcinoma of lung
AHR	Cutaneous Melanoma
AHR	Adenocarcinoma of lung (disorder)
AHR	Malignant melanoma of skin of upper limb
AHR	Malignant melanoma of skin of lower limb
AHR	Malignant neoplasm of ureter
AHR	Secondary malignant neoplasm of lung
AHR	Ki-1+ Anaplastic Large Cell Lymphoma
AHR	Hepatoblastoma
AHR	Carcinoma, Endometrioid
AHR	Cystadenocarcinoma, Serous
AHR	Plexiform Neurofibroma
AHR	Angiofibroma
AHR	Adult Non-Hodgkin Lymphoma
AHR	Childhood Non-Hodgkin Lymphoma
AHR	Adult Soft Tissue Sarcoma
AHR	Adult Liver Carcinoma
AHR	Lip and Oral Cavity Carcinoma
AHR	Childhood Soft Tissue Sarcoma
AHR	Pancreatic carcinoma
AHR	Papillary thyroid carcinoma
AHR	Malignant neoplasm of lung
AHR	Malignant Meningioma
AHR	Carcinoma breast stage IV
AHR	Childhood Medulloblastoma
AHR	Inflammatory Breast Carcinoma
AHR	Adult Medulloblastoma
AHR	Adult Meningioma
AHR	Adult Glioblastoma
AHR	Liver and Intrahepatic Biliary Tract Carcinoma
AHR	Squamous cell carcinoma of esophagus
AHR	Conventional (Clear Cell) Renal Cell Carcinoma
AHR	Acute Undifferentiated Leukemia
AHR	Laryngeal Squamous Cell Carcinoma
AHR	Childhood Glioblastoma
AHR	Malignant neoplasm of liver
AHR	Growth Hormone-Secreting Pituitary Adenoma
AHR	Malignant neoplasm of pancreas
AHR	Malignant neoplasm of prostate
AHR	Papillary neoplasm
AHR	Endometrial Carcinoma
AHR	Thyroid carcinoma
AHR	Squamous cell carcinoma of skin
AHR	Osteosarcoma of bone
AHR	Leukemogenesis
AHR	Prostate carcinoma
AHR	Breast Carcinoma
AHR	Carcinoma of lung
AHR	Malignant neoplasm of gastrointestinal tract
AHR	Secondary malignant neoplasm of lymph node
AHR	Colon Carcinoma
AHR	Stomach Carcinoma
AHR	Carcinoma of bladder
AHR	Central neuroblastoma
AHR	Malignant neoplasm of kidney
AHR	Brain Tumor, Primary
AHR	Adult Acute Lymphocytic Leukemia
AHR	Peripheral Nerve Sheath Neoplasm
AHR	Malignant Peripheral Nerve Sheath Tumor
AHR	ovarian neoplasm
AHR	Metastatic Prostate Carcinoma
AHR	Polyp of large intestine
AHR	Invasive Ductal Breast Carcinoma
AHR	Malignant neoplasm of ovary
AHR	Squamous cell carcinoma of the head and neck
AHR	Mammary Neoplasms, Human
AHR	Familial multiple trichoepitheliomata
AHR	Metastasis from malignant tumor of prostate
AHR	Primary malignant neoplasm of lung
AHR	Hormone refractory prostate cancer
AHR	Adult Diffuse Large B-Cell Lymphoma
AHR	Adult Lymphoma
AHR	Perianal Squamous Intraepithelial Neoplasia
AHR	Childhood Leukemia
AHR	Childhood Lymphoma
AHR	Childhood Osteosarcoma
AHR	Sporadic Breast Carcinoma
AHR	Undifferentiated leukemia
AHR	Renal carcinoma
AHR	Hepatocarcinogenesis
AHR	Skin Carcinogenesis
AHR	Adenocarcinoma, Endometrioid
AHR	Glioblastoma Multiforme
AHR	Hereditary Diffuse Gastric Cancer
AHR	Meningioma, benign, no ICD-O subtype
AHR	Urothelial Carcinoma
AHR	Liver carcinoma
AHR	Myeloblastic leukemia
AHR	Refractory Cytopenia of Childhood
AHR	Clear-cell metastatic renal cell carcinoma
AHR	Triple Negative Breast Neoplasms
AHR	Luminal A Breast Carcinoma
AHR	Non-Metastatic Childhood Soft Tissue Sarcoma
AHR	Childhood Neuroblastoma
AHR	Chronic rhinosinusitis with nasal polyps
AHR	Mammary Carcinoma, Human
AHR	Juvenile angiofibroma
AHR	Lymphoma, Non-Hodgkin, Familial
AHR	Carcinoma, Ovarian Epithelial
AHR	Malignant neoplasm of colon and/or rectum
AHR	Triple-Negative Breast Carcinoma
AHR	estrogen receptor-negative breast cancer
AHSG	Astrocytoma
AHSG	Malignant neoplasm of breast
AHSG	Malignant tumor of colon
AHSG	Rectal Carcinoma
AHSG	Non-Small Cell Lung Carcinoma
AHSG	Chondrosarcoma
AHSG	Colorectal Carcinoma
AHSG	Glioblastoma
AHSG	Hodgkin Disease
AHSG	Malignant neoplasm of stomach
AHSG	Cholangiocarcinoma
AHSG	Malignant neoplasm of lung
AHSG	Adult Glioblastoma
AHSG	Childhood Glioblastoma
AHSG	Adamantinous Craniopharyngioma
AHSG	Nevus elasticus
AHSG	Breast Carcinoma
AHSG	Colon Carcinoma
AHSG	Stomach Carcinoma
AHSG	ovarian neoplasm
AHSG	Malignant neoplasm of ovary
AHSG	Glioblastoma Multiforme
AHSG	Liver carcinoma
AHSG	Carcinoma, Ovarian Epithelial
AHSG	Malignant neoplasm of colon and/or rectum
AIF1	Astrocytoma
AIF1	Malignant neoplasm of breast
AIF1	Malignant tumor of cervix
AIF1	Glioblastoma
AIF1	Glioma
AIF1	Hemangioma
AIF1	Lymphoma, Follicular
AIF1	Lymphoma, Non-Hodgkin
AIF1	Malignant neoplasm of stomach
AIF1	Adenomatous Polyposis Coli
AIF1	Carcinoma, Neuroendocrine
AIF1	gliosarcoma
AIF1	Adult Glioblastoma
AIF1	Childhood Glioblastoma
AIF1	Cervix carcinoma
AIF1	Breast Carcinoma
AIF1	Stomach Carcinoma
AIF1	Poorly Differentiated Thyroid Carcinoma
AIF1	Adult Gliosarcoma
AIF1	Glioblastoma Multiforme
AIF1	Liver carcinoma
AIF1	Childhood Gliosarcoma
AIF1	cervical cancer
CRYBG1	melanoma
CRYBG1	Multiple Myeloma
CRYBG1	Metastatic melanoma
CRYBG1	Malignant neoplasm of prostate
CRYBG1	Prostate carcinoma
CRYBG1	Metastatic Prostate Carcinoma
CRYBG1	Metastasis from malignant tumor of prostate
AK1	Actinic keratosis
AK1	Myeloid Leukemia, Chronic
AK1	Adenocarcinoma of lung (disorder)
AK1	Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse
AK2	Actinic keratosis
AK2	Adenocarcinoma of lung (disorder)
AK2	Malignant neoplasm of lung
AK2	Carcinoma of lung
AK2	Primary malignant neoplasm of lung
AK4	Malignant neoplasm of urinary bladder
AK4	Bladder Neoplasm
AK4	Malignant neoplasm of breast
AK4	Actinic keratosis
AK4	Adenocarcinoma of lung (disorder)
AK4	Secondary malignant neoplasm of lung
AK4	Malignant neoplasm of lung
AK4	Breast Carcinoma
AK4	Carcinoma of lung
AK4	Secondary malignant neoplasm of lymph node
AK4	Carcinoma of bladder
AK4	Primary malignant neoplasm of lung
AK4	HER2-positive carcinoma of breast
AKT1	Primary Myelofibrosis
AKT1	Ameloblastoma
AKT1	Anaplasia
AKT1	Astrocytoma
AKT1	Malignant neoplasm of urinary bladder
AKT1	Bladder Neoplasm
AKT1	Malignant neoplasm of breast
AKT1	Burkitt Lymphoma
AKT1	Malignant tumor of colon
AKT1	Malignant neoplasm of endometrium
AKT1	Malignant neoplasm of larynx
AKT1	Adenocarcinoma of prostate
AKT1	Rectal Carcinoma
AKT1	Malignant neoplasm of skin
AKT1	Malignant neoplasm of thyroid
AKT1	Bronchioloalveolar Adenocarcinoma
AKT1	Noninfiltrating Intraductal Carcinoma
AKT1	Merkel cell carcinoma
AKT1	Non-Small Cell Lung Carcinoma
AKT1	Renal Cell Carcinoma
AKT1	Squamous cell carcinoma
AKT1	Carcinoma, Transitional Cell
AKT1	Malignant tumor of cervix
AKT1	Chondrosarcoma
AKT1	Chordoma
AKT1	Choriocarcinoma
AKT1	Colorectal Carcinoma
AKT1	Phyllodes Tumor
AKT1	Dysgerminoma
AKT1	Yolk Sac Tumor
AKT1	Fibrosarcoma
AKT1	Glioblastoma
AKT1	Glioma
AKT1	granulosa cell tumor
AKT1	Gynandroblastoma
AKT1	Hamartoma Syndrome, Multiple
AKT1	Hemangioma
AKT1	Hemangioma, Cavernous
AKT1	Hemangiosarcoma
AKT1	Histiocytosis, Langerhans-Cell
AKT1	Hodgkin Disease
AKT1	Hydatidiform Mole
AKT1	insulinoma
AKT1	Seborrheic keratosis
AKT1	Kidney Neoplasm
AKT1	leiomyosarcoma
AKT1	leukemia
AKT1	Chronic Lymphocytic Leukemia
AKT1	Lymphoid leukemia
AKT1	Acute lymphocytic leukemia
AKT1	Childhood Acute Lymphoblastic Leukemia
AKT1	Leukemia, Mast-Cell
AKT1	Acute Megakaryocytic Leukemias
AKT1	Acute monocytic leukemia
AKT1	Leukemia, Myelocytic, Acute
AKT1	Myeloid Leukemia
AKT1	Myeloid Leukemia, Chronic
AKT1	Precursor B-Cell Lymphoblastic Leukemia-Lymphoma
AKT1	Prolymphocytic Leukemia
AKT1	Acute Promyelocytic Leukemia
AKT1	Leukemia, T-Cell
AKT1	Adult T-Cell Lymphoma/Leukemia
AKT1	Lipoma
AKT1	liposarcoma
AKT1	Lymphangioma
AKT1	Lymphoma, Follicular
AKT1	Lymphoma, Non-Hodgkin
AKT1	Waldenstrom Macroglobulinemia
AKT1	Malignant neoplasm of stomach
AKT1	Marek Disease
AKT1	Medulloblastoma
AKT1	melanoma
AKT1	Multiple Endocrine Neoplasia Type 2a
AKT1	Meningioma
AKT1	Mesothelioma
AKT1	Monoclonal Gammopathy of Undetermined Significance
AKT1	Multiple Myeloma
AKT1	Myelofibrosis
AKT1	Myxoma
AKT1	Nephroblastoma
AKT1	Neurilemmoma
AKT1	Neuroblastoma
AKT1	Neurofibromatosis 1
AKT1	Acoustic Neuroma
AKT1	Nevus
AKT1	Melanocytic nevus
AKT1	oligodendroglioma
AKT1	Cartilaginous exostosis
AKT1	Osteosarcoma
AKT1	Ovarian Carcinoma
AKT1	Paget Disease Extramammary
AKT1	Pancreatic Neoplasm
AKT1	Papilloma
AKT1	Pheochromocytoma
AKT1	Pituitary Adenoma
AKT1	Plasmacytoma
AKT1	Polycythemia Vera
AKT1	Adenomatous Polyposis Coli
AKT1	Prolactinoma
AKT1	Pseudomyxoma Peritonei
AKT1	Retinoblastoma
AKT1	Rhabdomyosarcoma
AKT1	Kaposi Sarcoma
AKT1	Seminoma
AKT1	Sezary Syndrome
AKT1	Thymoma
AKT1	Thyroid Neoplasm
AKT1	Tuberous Sclerosis
AKT1	Fibromatosis, Aggressive
AKT1	Diffuse Large B-Cell Lymphoma
AKT1	T-Cell Lymphoma
AKT1	Lymphoma, T-Cell, Cutaneous
AKT1	Peripheral T-Cell Lymphoma
AKT1	Proteus Syndrome
